Monday,,,,,,,,,,,,
,,,,,,,,,,,,
Activity,Module,Name of Type,Size,Day,Start,End,Duration,Room,Room Description,Room Size,Staff,Weeks
BUSI2180/S1/03,Industrial Economics I: Economics of Organisation and Innovation,Seminar,20,Tuesday,17:00,18:00,1:00,TB-102+,Teaching Building Seminar Room 102- Level 1,30,"Xiaodan Yu,Qing-Ping Ma","5, 7, 10, 12"
BUSI1067/C1/08,Computers in Business,Computing,19,Tuesday,17:00,18:00,1:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,David Edwards,"6, 8, 10"
BUSI3118/S1/03,Marketing Services,Seminar,20,Tuesday,17:00,18:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Zi Wang,"6, 10"
BUSI1074/S1/13,Quantitative Methods 1b,Seminar,20,Tuesday,17:00,18:00,1:00,TB-319+,Teaching Building Seminar Room 319 - Level 3,22,Tingting Ying,"6, 8, 10, 12"
BUSI1074/S1/02,Quantitative Methods 1b,Seminar,20,Tuesday,17:00,18:00,1:00,PB-213+,Portland Building-Seminar Room 213 - Level 2,22,Peter Anderson,"6, 8, 10, 12"
BUSI2180/S1/04,Industrial Economics I: Economics of Organisation and Innovation,Seminar,20,Tuesday,17:00,18:00,1:00,TB-102+,Teaching Building Seminar Room 102- Level 1,30,"Xiaodan Yu,Qing-Ping Ma","6, 8, 11, 13"
BUSI1087/C1/02,Quantitative Analysis for Business,Computing,12,Tuesday,17:00,18:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Zhixian Yu,"7, 9, 11"
BUSI3118/S1/04,Marketing Services,Seminar,20,Tuesday,17:00,18:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Zi Wang,"7, 11"
BUSI1067/S1/07,Computers in Business,Seminar,19,Tuesday,17:00,18:00,1:00,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,David Edwards,11
BUSI1112/S1 - Autumn/09,Business Law,Seminar,20,Tuesday,17:00,18:00,1:00,TB-408+,Teaching Building Seminar Room 408 - Level 4,22,Michael Mooney,11月14日
BUSI1112/S1 - Autumn/04,Business Law,Seminar,20,Tuesday,17:00,18:00,1:00,PB-308+,Portland Building-Seminar Room 308 - Level 3,20,Ernest Southworth,11月14日
BUSI1067/S1/08,Computers in Business,Seminar,19,Tuesday,17:00,18:00,1:00,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,David Edwards,12
,,,,,,,,,,,,
Wednesday,,,,,,,,,,,,
,,,,,,,,,,,,
Activity,Module,Name of Type,Size,Day,Start,End,Duration,Room,Room Description,Room Size,Staff,Weeks
BUSI1088/L1/01,Work and Society,Lecture,215,Wednesday,9:00,10:30,1:30,PB-329+,Portland Building-Lecture Room 329 - Level 3,276,"Joon Park,Stephen Morgan,Martin Lockett","2, 4-14"
BUSI1112/S1 - Autumn/13,Business Law,Seminar,20,Wednesday,9:00,10:00,1:00,TB-331+,Teaching Building Seminar Room 331 - Level 3,45,Michael Mooney,11月14日
BUSI4360/L1/01,Business Planning: Taxation,Lecture,21,Wednesday,9:00,11:00,2:00,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,"Yuqian Zhang,Alvin Cheng","2, 4-12"
BUSI4378/L1/01,Marketing Strategy,Lecture,40,Wednesday,9:00,11:00,2:00,TB-227+,Teaching Building Seminar Room 227 - Level 2,41,Maria Luo,"2, 4-13"
BUSI3122/S1/05,Introduction to Data Science: Big Data Analytics in Business,Seminar,20,Wednesday,9:00,10:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Zhengzhi Guan,"5, 7, 9"
BUSI3122/S1/06,Introduction to Data Science: Big Data Analytics in Business,Seminar,20,Wednesday,9:00,10:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Zhengzhi Guan,"6, 8, 10"
BUSI1074/S1/03,Quantitative Methods 1b,Seminar,20,Wednesday,9:00,10:00,1:00,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Peter Anderson,"6, 8, 10, 12"
BUSI4521/L1/01,Business Research,Lecture,108,Wednesday,9:00,11:00,2:00,TB-118+,Teaching Building Lecture Hall 118 - Level 1,108,"Fifi Wang,Alim Beveridge","2, 4-12"
BUSI2124/C1/01,Introduction to Management Science for Business Decisions,Computing,62,Wednesday,9:00,11:00,2:00,PB-226(COMP)+,Portland Building-Computer Lab -226 Level 2,72,Fangli Zeng,"7, 12"
BUSI3191/S1/05,Advanced Corporate Reporting and Analysis,Seminar,20,Wednesday,9:00,11:00,2:00,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,Keying Zhu,"8, 12"
BUSI2111/C1/11,Accounting Information Systems,Computing,20,Wednesday,9:00,11:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Ching Chau,"8, 10, 12"
BUSI2124/C1/02,Introduction to Management Science for Business Decisions,Computing,62,Wednesday,9:00,11:00,2:00,PB-226(COMP)+,Portland Building-Computer Lab -226 Level 2,72,Fangli Zeng,"8, 13"
BUSI3191/S1/06,Advanced Corporate Reporting and Analysis,Seminar,20,Wednesday,9:00,11:00,2:00,TB-403+,Teaching Building Seminar Room 403 - Level 4,30,Keying Zhu,"9, 13"
BUSI2111/C1/12,Accounting Information Systems,Computing,20,Wednesday,9:00,11:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Ching Chau,"9, 11, 13"
BUSI2128/S1/04,Analysing organisations,Seminar,16,Wednesday,9:00,11:00,2:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Shih-Wei Hsu,"9, 13"
BUSI4365/S1/01,Financial Accounting and Reporting,Seminar,24,Wednesday,9:00,12:00,3:00,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Juergen Seufert,"5, 7, 9, 11, 13"
BUSI4528/W3/01,Quantitative Research Methods for Finance and Accounting,Workshop,60,Wednesday,9:00,10:00,1:00,PB-226(COMP)+,Portland Building-Computer Lab -226 Level 2,72,"Paolo Bianchi,Ying Jiang,Qing Xia",11
BUSI3188/S1/01,"Strategic Management: Perspective, Process and Practice",Seminar,29,Wednesday,9:00,10:30,1:30,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Zhijing Zhu,6
BUSI3188/C1/01,"Strategic Management: Perspective, Process and Practice",Computing,29,Wednesday,9:00,10:30,1:30,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,Zhijing Zhu,8
BUSI2111/S1/11,Accounting Information Systems,Seminar,20,Wednesday,9:00,11:00,2:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Ching Chau,6
BUSI2111/S1/12,Accounting Information Systems,Seminar,20,Wednesday,9:00,11:00,2:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Ching Chau,7
BUSI3122/S1/07,Introduction to Data Science: Big Data Analytics in Business,Seminar,20,Wednesday,10:00,11:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Zhengzhi Guan,"5, 7, 9"
BUSI3122/S1/08,Introduction to Data Science: Big Data Analytics in Business,Seminar,21,Wednesday,10:00,11:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Zhengzhi Guan,"6, 8, 10"
BUSI1074/S1/04,Quantitative Methods 1b,Seminar,20,Wednesday,10:00,11:00,1:00,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Peter Anderson,"6, 8, 10, 12"
BUSI4528/W3/02,Quantitative Research Methods for Finance and Accounting,Workshop,60,Wednesday,10:00,11:00,1:00,PB-226(COMP)+,Portland Building-Computer Lab -226 Level 2,72,"Paolo Bianchi,Ying Jiang,Qing Xia",11
BUSI1112/S1 - Autumn/14,Business Law,Seminar,20,Wednesday,10:00,11:00,1:00,TB-331+,Teaching Building Seminar Room 331 - Level 3,45,Michael Mooney,11月14日
BUSI1088/L1/02,Work and Society,Lecture,215,Wednesday,10:30,12:00,1:30,PB-329+,Portland Building-Lecture Room 329 - Level 3,276,"Joon Park,Stephen Morgan,Martin Lockett","2, 4-14"
BUSI3188/S1/02,"Strategic Management: Perspective, Process and Practice",Seminar,29,Wednesday,10:30,12:00,1:30,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Zhijing Zhu,6
BUSI3188/C1/02,"Strategic Management: Perspective, Process and Practice",Computing,29,Wednesday,10:30,12:00,1:30,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,Zhijing Zhu,8
BUSI2105/L2/01,Quantitative Methods 2A,Lecture,449,Wednesday,11:00,12:00,1:00,Auditorium+,Auditorium,514,Jiarui Zhang,"2, 4-13"
BUSI3118/S1/01,Marketing Services,Seminar,20,Wednesday,11:00,12:00,1:00,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,Boying Li,"6, 10"
BUSI1074/S1/05,Quantitative Methods 1b,Seminar,20,Wednesday,11:00,12:00,1:00,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Peter Anderson,"6, 8, 10, 12"
BUSI1112/S1 - Autumn/15,Business Law,Seminar,20,Wednesday,11:00,12:00,1:00,TB-331+,Teaching Building Seminar Room 331 - Level 3,45,Michael Mooney,11月14日
BUSI3193/L1/01,Industrial Economics III: Market Structure and Competition Policy,Lecture,236,Wednesday,11:00,12:30,1:30,DB-A05+,The Lord Dearing Building - Lecture Hall A05,252,"Jose Sanchez-Fung,Bruno Deschamps","2, 4-13"
BUSI4586/L2/01,Principles of Banking,Lecture,50,Wednesday,11:00,13:00,2:00,TB-226+,Teaching Building Lecture Hall 226 - Level 2,108,Kent Matthews,"2, 4-7"
BUSI4523/L2/01,Cross-cultural Management,Lecture,108,Wednesday,11:00,13:00,2:00,TB-118+,Teaching Building Lecture Hall 118 - Level 1,108,"Peter Li,Fifi Wang,Peter Morgan",4月14日
BUSI3192/S1/10,Advanced Management Accounting,Seminar,19,Wednesday,11:00,13:00,2:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Yuzhu Lu,"6, 9, 12"
BUSI3118/S1/02,Marketing Services,Seminar,20,Wednesday,11:00,12:00,1:00,DB-C01+,The Lord Dearing Building - Teaching Room C01,30,Zi Wang,"7, 11"
BUSI1113/S1 - Autumn/23,Fundamentals of Financial & Management Accounting,Seminar,19,Wednesday,11:00,12:30,1:30,TB-403+,Teaching Building Seminar Room 403 - Level 4,30,Ching Chau,"8, 11"
BUSI3191/S1/07,Advanced Corporate Reporting and Analysis,Seminar,20,Wednesday,11:00,13:00,2:00,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,Keying Zhu,"8, 12"
BUSI3192/S1/09,Advanced Management Accounting,Seminar,19,Wednesday,11:00,13:00,2:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Yuzhu Lu,"8, 11, 14"
BUSI3191/S1/08,Advanced Corporate Reporting and Analysis,Seminar,20,Wednesday,11:00,13:00,2:00,TB-403+,Teaching Building Seminar Room 403 - Level 4,30,Keying Zhu,"9, 13"
BUSI4379/L1/01,Consumer Behaviour and Analytics,Lecture,40,Wednesday,11:00,13:00,2:00,TB-227+,Teaching Building Seminar Room 227 - Level 2,41,Chee Wei Phang,10
BUSI1067/C1/15,Computers in Business,Computing,19,Wednesday,12:00,13:00,1:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,David Edwards,"5, 7, 9"
BUSI1115/S1 - Autumn/11,Economic Principles,Seminar,20,Wednesday,12:00,13:00,1:00,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Nana Kufuor,"5, 8, 12"
BUSI1115/S1 - Autumn/01,Economic Principles,Seminar,20,Wednesday,12:00,13:00,1:00,TB-109+,Teaching Building Seminar Room 109 - Level 1,40,Jose Grisolia,"5, 8, 12"
BUSI2105/S1/18,Quantitative Methods 2A,Seminar,20,Wednesday,12:00,13:00,1:00,DB-C09+,The Lord Dearing Building - Teaching Room C09,24,Tingting Ying,"6, 8, 10, 12"
BUSI3190/S1/01,Financial Markets: Theory & Computation,Seminar,20,Wednesday,12:00,13:00,1:00,DB-C04+,The Lord Dearing Building - Teaching Room C04,48,Wk Leung,"6, 9, 12"
BUSI2105/S1/04,Quantitative Methods 2A,Seminar,20,Wednesday,12:00,13:00,1:00,DB-B04+,The Lord Dearing Building - Teaching Room B04,25,Zhixian Yu,"6, 8, 10, 12"
BUSI1074/S1/24,Quantitative Methods 1b,Seminar,20,Wednesday,12:00,13:00,1:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Mei Liu,"6, 8, 10, 12"
BUSI1074/S1/06,Quantitative Methods 1b,Seminar,20,Wednesday,12:00,13:00,1:00,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Peter Anderson,"6, 8, 10, 12"
BUSI1115/S1 - Autumn/02,Economic Principles,Seminar,20,Wednesday,12:00,13:00,1:00,TB-109+,Teaching Building Seminar Room 109 - Level 1,40,Jose Grisolia,"6, 9, 13"
BUSI1115/S1 - Autumn/12,Economic Principles,Seminar,20,Wednesday,12:00,13:00,1:00,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Nana Kufuor,"6, 9, 13"
BUSI3190/S1/02,Financial Markets: Theory & Computation,Seminar,20,Wednesday,12:00,13:00,1:00,DB-C04+,The Lord Dearing Building - Teaching Room C04,48,Wk Leung,"7, 10, 13"
BUSI3190/S1/03,Financial Markets: Theory & Computation,Seminar,20,Wednesday,12:00,13:00,1:00,DB-C04+,The Lord Dearing Building - Teaching Room C04,48,Wk Leung,"8, 11, 14"
BUSI1067/S1/15,Computers in Business,Seminar,19,Wednesday,12:00,13:00,1:00,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,David Edwards,11
BUSI3195/W1/01,Globalisation and Innovation in China,Workshop,13,Wednesday,13:00,18:00,5:00,,,,Cong Cao,7
BUSI2105/W1/01,Quantitative Methods 2A,Workshop,108,Wednesday,16:00,18:00,2:00,"TB-329+,TB-226+,TB-118+,PB-329+,DB-A05+,Auditorium+","Teaching Building Tiered Lectue Theatre 329 - Level 3,Teaching Building Lecture Hall 226 - Level 2,Teaching Building Lecture Hall 118 - Level 1,Portland Building-Lecture Room 329 - Level 3,The Lord Dearing Building - Lecture Hall A05,Auditorium","276,108,108,276,252,000","Zhixian Yu,Tingting Ying,Mei Liu,Jiarui Zhang","7, 9, 11, 13"
,,,,,,,,,,,,
Thursday,,,,,,,,,,,,
,,,,,,,,,,,,
Activity,Module,Name of Type,Size,Day,Start,End,Duration,Room,Room Description,Room Size,Staff,Weeks
BUSI4360/L2/01,Business Planning: Taxation,Lecture,21,Thursday,9:00,11:00,2:00,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,"Yuqian Zhang,Alvin Cheng","2, 4-12"
BUSI4366/L2/01,Principles of Taxation,Lecture,24,Thursday,9:00,11:00,2:00,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Yuzhu Lu,"2, 4-12"
BUSI4545/L1/01,Entrepreneurial Creativity,Lecture,40,Thursday,9:00,11:00,2:00,TB-227+,Teaching Building Seminar Room 227 - Level 2,41,Vincent Kuo,"2, 4-14"
BUSI1115/S1 - Autumn/04,Economic Principles,Seminar,20,Thursday,9:00,10:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Peter Anderson,"6, 9, 13"
BUSI2179/L1/01,Human Resource Management with international Perspectives,Lecture,93,Thursday,9:00,11:00,2:00,TB-226+,Teaching Building Lecture Hall 226 - Level 2,108,Xuan Feng,"2, 4-13"
BUSI1116/L1 - Autumn/01,Entrepreneurship: Theory & Practice,Lecture,405,Thursday,9:00,11:00,2:00,Auditorium+,Auditorium,514,Xiaodan Yu,"2, 4-13"
BUSI2111/C1/08,Accounting Information Systems,Computing,20,Thursday,9:00,11:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Dimple Thadani,"9, 11, 13"
BUSI3191/S1/12,Advanced Corporate Reporting and Analysis,Seminar,20,Thursday,9:00,11:00,2:00,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Keying Zhu,"9, 13"
BUSI4543/L1/02,Corporate Finance,Lecture,138,Thursday,9:00,12:00,3:00,PB-329+,Portland Building-Lecture Room 329 - Level 3,276,Cherry Zhang,"2, 4-12"
BUSI1113/S1 - Autumn/32,Fundamentals of Financial & Management Accounting,Seminar,19,Thursday,9:00,10:30,1:30,DB-C08+,The Lord Dearing Building - Teaching Room C08,24,Ching Chau,"8, 11"
BUSI2111/C1/07,Accounting Information Systems,Computing,20,Thursday,9:00,11:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Dimple Thadani,"8, 10, 12"
BUSI3191/S1/11,Advanced Corporate Reporting and Analysis,Seminar,20,Thursday,9:00,11:00,2:00,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Keying Zhu,"8, 12"
BUSI1067/S1/09,Computers in Business,Seminar,19,Thursday,9:00,10:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,David Edwards,11
BUSI1067/S1/10,Computers in Business,Seminar,19,Thursday,9:00,10:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,David Edwards,12
BUSI4528/L2/01,Quantitative Research Methods for Finance and Accounting,Lecture,86,Thursday,9:00,11:00,2:00,TB-118+,Teaching Building Lecture Hall 118 - Level 1,108,"Paolo Bianchi,Ying Jiang","2, 4-10"
BUSI1067/C1/09,Computers in Business,Computing,19,Thursday,9:00,10:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,David Edwards,"5, 7, 9"
BUSI1067/C1/10,Computers in Business,Computing,19,Thursday,9:00,10:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,David Edwards,"6, 8, 10"
BUSI1113/S1 - Autumn/34,Fundamentals of Financial & Management Accounting,Seminar,19,Thursday,9:00,10:30,1:30,DB-C08+,The Lord Dearing Building - Teaching Room C08,24,Ching Chau,"7, 10"
BUSI2111/S1/07,Accounting Information Systems,Seminar,20,Thursday,9:00,11:00,2:00,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Dimple Thadani,6
BUSI2111/S1/08,Accounting Information Systems,Seminar,20,Thursday,9:00,11:00,2:00,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Dimple Thadani,7
BUSI1067/C1/11,Computers in Business,Computing,19,Thursday,10:00,11:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,David Edwards,"5, 7, 9"
BUSI1067/C1/12,Computers in Business,Computing,19,Thursday,10:00,11:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,David Edwards,"6, 8, 10"
BUSI1115/S1 - Autumn/06,Economic Principles,Seminar,20,Thursday,10:00,11:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Peter Anderson,"6, 9, 13"
BUSI1067/S1/11,Computers in Business,Seminar,19,Thursday,10:00,11:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,David Edwards,11
BUSI1067/S1/12,Computers in Business,Seminar,19,Thursday,10:00,11:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,David Edwards,12
BUSI3119/W1/03,"Advanced Calculus for Business, Economics and Finance",Workshop,103,Thursday,11:00,12:00,1:00,TB-118+,Teaching Building Lecture Hall 118 - Level 1,108,Qingfeng Wang,4月11日
BUSI1067/C1/25,Computers in Business,Computing,19,Thursday,11:00,12:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Fui Theng Leow,"5, 7, 9"
BUSI1115/S1 - Autumn/07,Economic Principles,Seminar,20,Thursday,11:00,12:00,1:00,DB-C01+,The Lord Dearing Building - Teaching Room C01,30,Peter Anderson,"5, 8, 12"
BUSI1067/C1/24,Computers in Business,Computing,19,Thursday,11:00,12:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Fui Theng Leow,"6, 8, 10"
BUSI1074/S1/21,Quantitative Methods 1b,Seminar,20,Thursday,11:00,12:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Mei Liu,"6, 8, 10, 12"
BUSI2105/S1/16,Quantitative Methods 2A,Seminar,20,Thursday,11:00,12:00,1:00,TB-331+,Teaching Building Seminar Room 331 - Level 3,45,Tingting Ying,"6, 8, 10, 12"
BUSI1112/S1 - Autumn/11,Business Law,Seminar,20,Thursday,11:00,12:00,1:00,TB-109+,Teaching Building Seminar Room 109 - Level 1,40,Michael Mooney,11月14日
BUSI2157/L1/01,Management Accounting,Lecture,332,Thursday,11:00,12:30,1:30,Auditorium+,Auditorium,514,Judy Tang,"2, 4-13"
BUSI1115/S1 - Autumn/14,Economic Principles,Seminar,20,Thursday,11:00,12:00,1:00,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Nana Kufuor,"6, 9, 13"
BUSI3194/S1/01,International Business Environment and Strategy,Seminar,19,Thursday,11:00,12:30,1:30,TB-401+,Teaching Building Seminar Room 401 - Level 4,30,Abby Zhou,"5, 7, 9, 11"
BUSI3194/S1/02,International Business Environment and Strategy,Seminar,19,Thursday,11:00,12:30,1:30,TB-401+,Teaching Building Seminar Room 401 - Level 4,30,Abby Zhou,"6, 8, 10, 12"
BUSI3192/S1/04,Advanced Management Accounting,Seminar,19,Thursday,11:00,13:00,2:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Juergen Seufert,"6, 9, 12"
BUSI1116/S1 - Autumn/01,Entrepreneurship: Theory & Practice,Seminar,51,Thursday,11:00,12:00,1:00,TB-405+,Teaching Building Seminar Room 405 - Level 4,64,"Yi Wang,Lin Huang","7, 10-11"
BUSI3192/S1/11,Advanced Management Accounting,Seminar,19,Thursday,11:00,13:00,2:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Keying Zhu,"7, 10, 13"
BUSI1067/S1/25,Computers in Business,Seminar,19,Thursday,11:00,12:00,1:00,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Fui Theng Leow,11
BUSI1067/S1/24,Computers in Business,Seminar,19,Thursday,11:00,12:00,1:00,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Fui Theng Leow,12
BUSI3188/S1/03,"Strategic Management: Perspective, Process and Practice",Seminar,29,Thursday,11:00,12:30,1:30,TB-330+,Teaching Building Lecture Hall 330 - Level 3,41,Zhijing Zhu,6
BUSI3188/C1/03,"Strategic Management: Perspective, Process and Practice",Computing,29,Thursday,11:00,12:30,1:30,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Zhijing Zhu,8
BUSI3191/S1/09,Advanced Corporate Reporting and Analysis,Seminar,20,Thursday,12:00,14:00,2:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Keying Zhu,"8, 12"
BUSI1085/S1/05,Managing Operations in the Digital Enterprise,Seminar,18,Thursday,12:30,14:00,1:30,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,"Murtaza Faruquee,Chandra Ade Irawan","5, 7, 9, 11"
BUSI1117/S1/01,Introduction to Economics,Seminar,19,Thursday,13:00,14:00,1:00,TB-406+,Teaching Building Seminar Room 406 - Level 4,20,Yingying Shi,"2, 5, 7, 9, 11, 13"
BUSI1117/S1/15,Introduction to Economics,Seminar,19,Thursday,13:00,14:00,1:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,James Farrell,"2, 5, 7, 9, 11, 13"
BUSI1113/L2 - Autumn/01,Fundamentals of Financial & Management Accounting,Lecture,453,Thursday,13:00,14:00,1:00,Auditorium+,Auditorium,514,Andrew Edwards,"2, 4-14"
BUSI3119/W1/04,"Advanced Calculus for Business, Economics and Finance",Workshop,103,Thursday,13:00,14:00,1:00,TB-118+,Teaching Building Lecture Hall 118 - Level 1,108,Qingfeng Wang,4月11日
BUSI1117/S1/02,Introduction to Economics,Seminar,19,Thursday,13:00,14:00,1:00,TB-406+,Teaching Building Seminar Room 406 - Level 4,20,Yingying Shi,"4, 6, 8, 10, 12, 14"
BUSI2105/S1/05,Quantitative Methods 2A,Seminar,20,Thursday,13:00,14:00,1:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Zhixian Yu,"6, 8, 10, 12"
BUSI2105/S1/22,Quantitative Methods 2A,Seminar,20,Thursday,13:00,14:00,1:00,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,Mei Liu,"6, 8, 10, 12"
BUSI2105/S1/19,Quantitative Methods 2A,Seminar,20,Thursday,13:00,14:00,1:00,TB-407+,Teaching Building Seminar Room 407 - Level 4,20,Tingting Ying,"6, 8, 10, 12"
BUSI1116/S1 - Autumn/02,Entrepreneurship: Theory & Practice,Seminar,51,Thursday,13:00,14:00,1:00,DB-A06+,The Lord Dearing Building - Teaching Room A06,90,"Yi Wang,Lin Huang","7, 10-11"
BUSI3190/S1/11,Financial Markets: Theory & Computation,Seminar,20,Thursday,13:00,14:00,1:00,TB-112+,Teaching Building Seminar Room 112 - Level 1,30,Qing Xia,"7, 10, 13"
BUSI3190/S1/12,Financial Markets: Theory & Computation,Seminar,20,Thursday,13:00,14:00,1:00,TB-112+,Teaching Building Seminar Room 112 - Level 1,30,Qing Xia,"8, 11, 14"
BUSI2179/S1/04,Human Resource Management with international Perspectives,Seminar,19,Thursday,13:00,14:00,1:00,TB-324+,Teaching Building Seminar Room 324 - Level 3,20,Rajan Gaikwad,"9, 11, 13"
BUSI4521/S1/01,Business Research,Seminar,54,Thursday,13:00,14:30,1:30,TB-226+,Teaching Building Lecture Hall 226 - Level 2,108,Alim Beveridge,"2, 4, 10-12"
BUSI3193/L2/01,Industrial Economics III: Market Structure and Competition Policy,Lecture,236,Thursday,13:00,14:30,1:30,PB-329+,Portland Building-Lecture Room 329 - Level 3,276,"Jose Sanchez-Fung,Bruno Deschamps","2, 4-13"
BUSI1122/S1/02,Introduction to Accounting,Seminar,20,Thursday,13:00,14:30,1:30,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,Cass Lai,"5-6, 8, 10"
BUSI3188/S1/05,"Strategic Management: Perspective, Process and Practice",Seminar,29,Thursday,13:00,14:30,1:30,TB-105+,Teaching Building Seminar Room 105- Level 1,42,Zhijing Zhu,6
BUSI3188/C1/05,"Strategic Management: Perspective, Process and Practice",Computing,29,Thursday,13:00,14:30,1:30,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Zhijing Zhu,8
BUSI1088/S1/05,Work and Society,Seminar,20,Thursday,13:00,14:30,1:30,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Joon Park,"9, 11, 13"
BUSI1088/S1/06,Work and Society,Seminar,20,Thursday,13:00,14:30,1:30,TB-109+,Teaching Building Seminar Room 109 - Level 1,40,Joon Park,"10, 12, 14"
BUSI2124/C1/04,Introduction to Management Science for Business Decisions,Computing,62,Thursday,13:00,15:00,2:00,PB-226(COMP)+,Portland Building-Computer Lab -226 Level 2,72,Jiajia Lim,"8, 13"
BUSI4543/L1/01,Corporate Finance,Lecture,138,Thursday,13:00,16:00,3:00,DB-A05+,The Lord Dearing Building - Lecture Hall A05,252,Cherry Zhang,"2, 4-12"
BUSI3190/S1/04,Financial Markets: Theory & Computation,Seminar,20,Thursday,13:00,14:00,1:00,TB-112+,Teaching Building Seminar Room 112 - Level 1,30,Qing Xia,"6, 9, 12"
BUSI1113/S1 - Autumn/24,Fundamentals of Financial & Management Accounting,Seminar,19,Thursday,13:00,14:30,1:30,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,Ching Chau,"9, 12"
BUSI2124/C1/03,Introduction to Management Science for Business Decisions,Computing,62,Thursday,13:00,15:00,2:00,PB-226(COMP)+,Portland Building-Computer Lab -226 Level 2,72,Zhen Tan,"7, 12"
